avg_cluster_size	consistency	t	combo
685	0.22926942944809103	2.164398193359375	ba + he + z
690	0.22926942944809103	2.171152114868164	ba + he + z
695	0.22926942944809103	2.171459436416626	ba + he + z
700	0.2520682021206354	2.154571294784546	ba + he + z
705	0.2520682021206354	2.145233154296875	ba + he + z
710	0.2520682021206354	2.156759023666382	ba + he + z
715	0.260904183011613	2.1710641384124756	ba + he + z
720	0.260904183011613	2.3030846118927	ba + he + z
725	0.260904183011613	2.296828269958496	ba + he + z
730	0.260904183011613	2.292299747467041	ba + he + z
735	0.261991688352041	2.1910083293914795	ba + he + z
740	0.261991688352041	2.144535541534424	ba + he + z
745	0.261991688352041	2.2182791233062744	ba + he + z
750	0.261991688352041	2.243131160736084	ba + he + z
755	0.2459898240571717	2.2872474193573	ba + he + z
760	0.2459898240571717	2.3393352031707764	ba + he + z
765	0.2459898240571717	2.140228033065796	ba + he + z
770	0.2459898240571717	2.1758270263671875	ba + he + z
775	0.261447935681827	2.2503507137298584	ba + he + z
780	0.261447935681827	2.1349618434906006	ba + he + z
785	0.261447935681827	2.1926345825195312	ba + he + z
790	0.261447935681827	2.1598994731903076	ba + he + z
795	0.26080708432050337	2.14481258392334	ba + he + z
800	0.26080708432050337	2.1375668048858643	ba + he + z
805	0.26080708432050337	2.1542932987213135	ba + he + z
810	0.26080708432050337	2.3656320571899414	ba + he + z
815	0.26080708432050337	2.1716513633728027	ba + he + z
820	0.2360469180875442	2.3058054447174072	ba + he + z
825	0.2360469180875442	2.1517066955566406	ba + he + z
830	0.2360469180875442	2.251711368560791	ba + he + z
835	0.2360469180875442	2.277449369430542	ba + he + z
840	0.2360469180875442	2.19732928276062	ba + he + z
845	0.259272925000971	2.2419865131378174	ba + he + z
850	0.259272925000971	2.2815096378326416	ba + he + z
855	0.259272925000971	2.121307134628296	ba + he + z
860	0.259272925000971	2.1147220134735107	ba + he + z
865	0.259272925000971	2.243513584136963	ba + he + z
870	0.246999650444712	2.2559211254119873	ba + he + z
875	0.246999650444712	2.226619243621826	ba + he + z
880	0.246999650444712	2.2530038356781006	ba + he + z
885	0.246999650444712	2.28236722946167	ba + he + z
890	0.246999650444712	2.1211276054382324	ba + he + z
895	0.26997320076125375	2.134962797164917	ba + he + z
900	0.26997320076125375	2.1241002082824707	ba + he + z
905	0.26997320076125375	2.1182823181152344	ba + he + z
910	0.26997320076125375	2.1218504905700684	ba + he + z
915	0.26997320076125375	2.1247150897979736	ba + he + z
920	0.26997320076125375	2.1258633136749268	ba + he + z
925	0.2474657241620383	2.126215934753418	ba + he + z
930	0.2474657241620383	2.145676851272583	ba + he + z
935	0.2474657241620383	2.1213037967681885	ba + he + z
940	0.2474657241620383	2.152801513671875	ba + he + z
945	0.2474657241620383	2.3607728481292725	ba + he + z
950	0.2474657241620383	2.1241562366485596	ba + he + z
955	0.2530974482463976	2.1486313343048096	ba + he + z
960	0.2530974482463976	2.2053894996643066	ba + he + z
965	0.2530974482463976	2.1318845748901367	ba + he + z
970	0.2530974482463976	2.365879535675049	ba + he + z
975	0.2530974482463976	2.1127285957336426	ba + he + z
980	0.2530974482463976	2.16707444190979	ba + he + z
985	0.2530974482463976	2.1675796508789062	ba + he + z
990	0.26387540295956813	2.12916898727417	ba + he + z
995	0.26387540295956813	2.1291627883911133	ba + he + z
1000	0.26387540295956813	2.124897003173828	ba + he + z
205	0.20773293975997204	2.6460211277008057	ba + he + hy + z
210	0.2221618052588651	2.584380865097046	ba + he + hy + z
215	0.21717093253582942	2.7195820808410645	ba + he + hy + z
220	0.24548491086340157	2.9331932067871094	ba + he + hy + z
225	0.24600924379539363	2.9214348793029785	ba + he + hy + z
230	0.246184021439391	2.5701403617858887	ba + he + hy + z
235	0.2461063424865033	2.5355451107025146	ba + he + hy + z
240	0.24115430923991144	2.5585100650787354	ba + he + hy + z
245	0.24224181458033947	2.5810892581939697	ba + he + hy + z
250	0.24243601196255873	2.53633713722229	ba + he + hy + z
255	0.24282440672699732	2.5188047885894775	ba + he + hy + z
260	0.22124907756243445	2.553414821624756	ba + he + hy + z
265	0.21050996232570784	2.554689407348633	ba + he + hy + z
270	0.22732745562589815	2.519786834716797	ba + he + hy + z
275	0.22697790033790344	2.541370391845703	ba + he + hy + z
280	0.22732745562589815	2.68468976020813	ba + he + hy + z
285	0.2247834699188255	2.6653006076812744	ba + he + hy + z
290	0.22054996698644502	2.6014182567596436	ba + he + hy + z
295	0.21785062337359692	2.5210518836975098	ba + he + hy + z
300	0.21208296112168407	2.5438153743743896	ba + he + hy + z
305	0.22414261855750184	2.50710129737854	ba + he + hy + z
310	0.20478113955023886	2.560533285140991	ba + he + hy + z
315	0.250262166465996	2.547502040863037	ba + he + hy + z
320	0.21973433798112402	2.5211172103881836	ba + he + hy + z
325	0.22394842117528255	2.496638298034668	ba + he + hy + z
330	0.2517380665708626	2.517679452896118	ba + he + hy + z
335	0.225191284421486	2.50718092918396	ba + he + hy + z
340	0.22866741756321124	2.5061559677124023	ba + he + hy + z
345	0.2295024663067542	2.4934680461883545	ba + he + hy + z
350	0.21400551520565503	2.8660759925842285	ba + he + hy + z
355	0.2540295956810502	2.490615129470825	ba + he + hy + z
360	0.2461257622247252	2.8523612022399902	ba + he + hy + z
365	0.20992737017905	2.491964340209961	ba + he + hy + z
370	0.21237425719501302	2.504889488220215	ba + he + hy + z
375	0.230648230861848	2.4810166358947754	ba + he + hy + z
380	0.2247834699188255	2.4755122661590576	ba + he + hy + z
385	0.21831669709092322	2.5015859603881836	ba + he + hy + z
390	0.22253078028508175	2.545987606048584	ba + he + hy + z
395	0.254359731230823	2.5159928798675537	ba + he + hy + z
400	0.22635646871480172	2.4846079349517822	ba + he + hy + z
405	0.2552336194508098	2.473761558532715	ba + he + hy + z
410	0.2224919408086379	2.4966976642608643	ba + he + hy + z
415	0.2487474268846856	2.55458664894104	ba + he + hy + z
420	0.2487474268846856	2.647873878479004	ba + he + hy + z
425	0.2258515555210316	2.6295971870422363	ba + he + hy + z
430	0.2262593700236921	2.7386481761932373	ba + he + hy + z
435	0.22989086107119275	2.6071250438690186	ba + he + hy + z
440	0.2449023187167437	2.611736536026001	ba + he + hy + z
445	0.2449023187167437	2.597914218902588	ba + he + hy + z
450	0.2343574008622364	2.6043310165405273	ba + he + hy + z
455	0.2284343807045481	2.601449489593506	ba + he + hy + z
460	0.2284343807045481	2.6433000564575195	ba + he + hy + z
465	0.2278129490814464	2.4520609378814697	ba + he + hy + z
470	0.2257932963063658	2.4582273960113525	ba + he + hy + z
475	0.2257932963063658	2.4487431049346924	ba + he + hy + z
480	0.22177341049442653	2.4952988624572754	ba + he + hy + z
485	0.2295024663067542	2.527923822402954	ba + he + hy + z
490	0.2295024663067542	2.597743272781372	ba + he + hy + z
495	0.25358294170194584	2.600653648376465	ba + he + hy + z
500	0.25358294170194584	2.6160688400268555	ba + he + hy + z
505	0.22744397405522973	2.4518463611602783	ba + he + hy + z
510	0.22744397405522973	2.4839224815368652	ba + he + hy + z
515	0.230648230861848	2.478461980819702	ba + he + hy + z
520	0.24810657552336193	2.500185012817383	ba + he + hy + z
525	0.24810657552336193	2.561540365219116	ba + he + hy + z
530	0.25500058259214664	2.6326262950897217	ba + he + hy + z
535	0.25500058259214664	2.6285247802734375	ba + he + hy + z
540	0.22812366489299724	2.6382720470428467	ba + he + hy + z
545	0.22812366489299724	2.6549906730651855	ba + he + hy + z
550	0.2555054957859168	2.4999475479125977	ba + he + hy + z
555	0.2555054957859168	2.7796072959899902	ba + he + hy + z
560	0.2555054957859168	2.4816296100616455	ba + he + hy + z
565	0.25911756709519557	2.6263344287872314	ba + he + hy + z
570	0.25911756709519557	2.6260032653808594	ba + he + hy + z
575	0.22907523206587174	2.6127922534942627	ba + he + hy + z
580	0.22907523206587174	2.6517088413238525	ba + he + hy + z
585	0.25579679185924575	2.611085891723633	ba + he + hy + z
590	0.25579679185924575	2.6301610469818115	ba + he + hy + z
595	0.25579679185924575	2.6090004444122314	ba + he + hy + z
600	0.25439857070726685	2.663911819458008	ba + he + hy + z
605	0.25439857070726685	2.4969444274902344	ba + he + hy + z
610	0.22645356740591135	2.5346553325653076	ba + he + hy + z
615	0.22645356740591135	2.611854076385498	ba + he + hy + z
620	0.22645356740591135	2.631457805633545	ba + he + hy + z
625	0.2359303996582126	2.6027004718780518	ba + he + hy + z
630	0.2359303996582126	2.633460521697998	ba + he + hy + z
635	0.2359303996582126	2.653501272201538	ba + he + hy + z
640	0.2593311842156368	2.6313796043395996	ba + he + hy + z
645	0.2593311842156368	2.6684937477111816	ba + he + hy + z
650	0.25841845651920614	2.6359119415283203	ba + he + hy + z
655	0.25841845651920614	2.6479780673980713	ba + he + hy + z
660	0.25841845651920614	2.4816389083862305	ba + he + hy + z
665	0.24519361479007262	2.522995710372925	ba + he + hy + z
670	0.24519361479007262	2.6079459190368652	ba + he + hy + z
675	0.24519361479007262	2.6148993968963623	ba + he + hy + z
680	0.24519361479007262	2.6146645545959473	ba + he + hy + z
685	0.2244533343690527	2.598871946334839	ba + he + hy + z
690	0.2244533343690527	2.5933656692504883	ba + he + hy + z
695	0.2244533343690527	2.627002477645874	ba + he + hy + z
700	0.24633937934516642	2.4664690494537354	ba + he + hy + z
705	0.24633937934516642	2.5196011066436768	ba + he + hy + z
710	0.24633937934516642	2.5995805263519287	ba + he + hy + z
715	0.2597001592418534	2.5997657775878906	ba + he + hy + z
720	0.2597001592418534	2.6286280155181885	ba + he + hy + z
725	0.2597001592418534	2.6092238426208496	ba + he + hy + z
730	0.2597001592418534	2.6434319019317627	ba + he + hy + z
735	0.25892336971297625	2.6394240856170654	ba + he + hy + z
740	0.25892336971297625	2.4883344173431396	ba + he + hy + z
745	0.25892336971297625	2.478998899459839	ba + he + hy + z
750	0.25892336971297625	2.4890198707580566	ba + he + hy + z
755	0.254903483901037	2.529181480407715	ba + he + hy + z
760	0.254903483901037	2.569584846496582	ba + he + hy + z
765	0.254903483901037	2.6145730018615723	ba + he + hy + z
770	0.254903483901037	2.626875638961792	ba + he + hy + z
775	0.26059346720006216	2.497560739517212	ba + he + hy + z
780	0.26059346720006216	2.4859464168548584	ba + he + hy + z
785	0.26059346720006216	2.473247528076172	ba + he + hy + z
790	0.26059346720006216	2.5076403617858887	ba + he + hy + z
795	0.2599331961005166	2.540515899658203	ba + he + hy + z
800	0.2599331961005166	2.655080556869507	ba + he + hy + z
805	0.2599331961005166	2.5182435512542725	ba + he + hy + z
810	0.2599331961005166	2.512739896774292	ba + he + hy + z
815	0.2599331961005166	2.609921455383301	ba + he + hy + z
820	0.23839670641239757	2.6085095405578613	ba + he + hy + z
825	0.23839670641239757	2.6044552326202393	ba + he + hy + z
830	0.23839670641239757	2.60102915763855	ba + he + hy + z
835	0.23839670641239757	2.65073561668396	ba + he + hy + z
840	0.23839670641239757	2.478318214416504	ba + he + hy + z
845	0.2580689012312114	2.519617795944214	ba + he + hy + z
850	0.2580689012312114	2.6014420986175537	ba + he + hy + z
855	0.2580689012312114	2.606034517288208	ba + he + hy + z
860	0.2580689012312114	2.6246232986450195	ba + he + hy + z
865	0.2580689012312114	2.6592071056365967	ba + he + hy + z
870	0.21342292305899715	2.580080270767212	ba + he + hy + z
875	0.21342292305899715	2.6027965545654297	ba + he + hy + z
880	0.21342292305899715	2.4716429710388184	ba + he + hy + z
885	0.21342292305899715	2.446772575378418	ba + he + hy + z
890	0.21342292305899715	2.458928346633911	ba + he + hy + z
895	0.269079892803045	2.466792345046997	ba + he + hy + z
900	0.269079892803045	2.507903575897217	ba + he + hy + z
905	0.269079892803045	2.628303289413452	ba + he + hy + z
910	0.269079892803045	2.574882745742798	ba + he + hy + z
915	0.269079892803045	2.616913080215454	ba + he + hy + z
920	0.269079892803045	2.5419416427612305	ba + he + hy + z
925	0.24865032819357594	2.5427498817443848	ba + he + hy + z
930	0.24865032819357594	2.54118275642395	ba + he + hy + z
935	0.24865032819357594	2.584416151046753	ba + he + hy + z
940	0.24865032819357594	2.681631326675415	ba + he + hy + z
945	0.24865032819357594	2.582770347595215	ba + he + hy + z
950	0.24865032819357594	2.6566901206970215	ba + he + hy + z
955	0.25249543636151783	2.670548677444458	ba + he + hy + z
960	0.25249543636151783	2.7269718647003174	ba + he + hy + z
965	0.25249543636151783	2.712247610092163	ba + he + hy + z
970	0.25249543636151783	2.7208147048950195	ba + he + hy + z
975	0.25249543636151783	2.777717113494873	ba + he + hy + z
980	0.25249543636151783	2.7277772426605225	ba + he + hy + z
985	0.25249543636151783	2.712615728378296	ba + he + hy + z
990	0.262807317357362	2.705637216567993	ba + he + hy + z
995	0.262807317357362	2.6860711574554443	ba + he + hy + z
1000	0.262807317357362	2.7182698249816895	ba + he + hy + z
205	0.21699615489183205	2.0836730003356934	ba + he + hy + ms
210	0.21753990756204605	1.7878153324127197	ba + he + hy + ms
215	0.21773410494426534	1.8294758796691895	ba + he + hy + ms
220	0.24082417369013864	1.8887743949890137	ba + he + hy + ms
225	0.2414650250514623	1.8283298015594482	ba + he + hy + ms
230	0.25195168369130383	1.795607566833496	ba + he + hy + ms
235	0.2455820095545112	1.8047785758972168	ba + he + hy + ms
240	0.25144677049753367	1.807008981704712	ba + he + hy + ms
245	0.25257311531440557	1.8094615936279297	ba + he + hy + ms
250	0.2493688585077873	1.9481213092803955	ba + he + hy + ms
255	0.2517380665708626	2.214420795440674	ba + he + hy + ms
260	0.2299102808094147	1.7836556434631348	ba + he + hy + ms
265	0.2009554511205189	2.0783560276031494	ba + he + hy + ms
270	0.23542548646444245	1.8704135417938232	ba + he + hy + ms
275	0.23115314405561813	1.8235502243041992	ba + he + hy + ms
280	0.23292034023381364	1.7856152057647705	ba + he + hy + ms
285	0.2213267565153222	1.8177826404571533	ba + he + hy + ms
290	0.21159746766613585	1.7953598499298096	ba + he + hy + ms
295	0.2319493533227172	1.7681334018707275	ba + he + hy + ms
300	0.25259253505262746	1.8029282093048096	ba + he + hy + ms
305	0.23812483007729054	1.7903454303741455	ba + he + hy + ms
310	0.2022371538431662	1.7962872982025146	ba + he + hy + ms
315	0.25503942206859054	1.7755086421966553	ba + he + hy + ms
320	0.22041402881889152	1.7841105461120605	ba + he + hy + ms
325	0.2287645162543209	1.7771952152252197	ba + he + hy + ms
330	0.23501767196178194	1.8295352458953857	ba + he + hy + ms
335	0.25696197615256144	1.7732813358306885	ba + he + hy + ms
340	0.2309977861498427	1.7761616706848145	ba + he + hy + ms
345	0.22299685400240804	1.7735981941223145	ba + he + hy + ms
350	0.2410572105488018	1.8319199085235596	ba + he + hy + ms
355	0.2233658290286247	1.861708402633667	ba + he + hy + ms
360	0.25193226395308194	2.0411391258239746	ba + he + hy + ms
365	0.2280848254165534	1.765993595123291	ba + he + hy + ms
370	0.26692430186041094	1.8092241287231445	ba + he + hy + ms
375	0.25674835903212023	1.88631010055542	ba + he + hy + ms
380	0.23629937468442924	1.7602200508117676	ba + he + hy + ms
385	0.2271332582436789	1.7574489116668701	ba + he + hy + ms
390	0.22899755311298403	1.7684977054595947	ba + he + hy + ms
395	0.263079193692469	1.9441328048706055	ba + he + hy + ms
400	0.2447663805491902	1.751145362854004	ba + he + hy + ms
405	0.25971957898007536	1.7562065124511719	ba + he + hy + ms
410	0.25290325086417836	1.768897294998169	ba + he + hy + ms
415	0.24703848992115587	1.7586572170257568	ba + he + hy + ms
420	0.24703848992115587	1.9467425346374512	ba + he + hy + ms
425	0.23121140327028392	1.738464593887329	ba + he + hy + ms
430	0.22111313939488095	1.7386863231658936	ba + he + hy + ms
435	0.24494115819318757	1.7863919734954834	ba + he + hy + ms
440	0.25134967180642404	1.7836503982543945	ba + he + hy + ms
445	0.25134967180642404	1.76755690574646	ba + he + hy + ms
450	0.2507088204451004	1.7284457683563232	ba + he + hy + ms
455	0.22717209772012273	1.7277638912200928	ba + he + hy + ms
460	0.22717209772012273	1.7401018142700195	ba + he + hy + ms
465	0.2658562162582048	1.741156816482544	ba + he + hy + ms
470	0.230104478191634	1.7868218421936035	ba + he + hy + ms
475	0.230104478191634	1.7846076488494873	ba + he + hy + ms
480	0.24317396201499203	1.811483383178711	ba + he + hy + ms
485	0.26342874898046376	1.8725521564483643	ba + he + hy + ms
490	0.26342874898046376	1.9591574668884277	ba + he + hy + ms
495	0.25533071814191943	1.7383301258087158	ba + he + hy + ms
500	0.25533071814191943	1.7224738597869873	ba + he + hy + ms
505	0.2417174816483474	1.7349021434783936	ba + he + hy + ms
510	0.2417174816483474	1.7354397773742676	ba + he + hy + ms
515	0.2714879403425642	1.7278273105621338	ba + he + hy + ms
520	0.24195051850701052	1.9312691688537598	ba + he + hy + ms
525	0.24195051850701052	1.7567472457885742	ba + he + hy + ms
530	0.2373480405484134	1.734356164932251	ba + he + hy + ms
535	0.2373480405484134	1.7303099632263184	ba + he + hy + ms
540	0.25329164562861695	1.777998685836792	ba + he + hy + ms
545	0.25329164562861695	1.8136680126190186	ba + he + hy + ms
550	0.26451625432089176	1.7321269512176514	ba + he + hy + ms
555	0.26451625432089176	1.7466936111450195	ba + he + hy + ms
560	0.26451625432089176	1.7424535751342773	ba + he + hy + ms
565	0.2631374529071348	1.7243883609771729	ba + he + hy + ms
570	0.2631374529071348	1.720059871673584	ba + he + hy + ms
575	0.2615644541111586	1.7633938789367676	ba + he + hy + ms
580	0.2615644541111586	1.7220726013183594	ba + he + hy + ms
585	0.2735464325940886	1.7263119220733643	ba + he + hy + ms
590	0.2735464325940886	1.7243006229400635	ba + he + hy + ms
595	0.2735464325940886	1.7279689311981201	ba + he + hy + ms
600	0.26692430186041094	1.733008861541748	ba + he + hy + ms
605	0.26692430186041094	1.736448049545288	ba + he + hy + ms
610	0.27195401405989045	1.7493391036987305	ba + he + hy + ms
615	0.27195401405989045	1.9187707901000977	ba + he + hy + ms
620	0.27195401405989045	1.7338547706604004	ba + he + hy + ms
625	0.26414727929467513	1.7325265407562256	ba + he + hy + ms
630	0.26414727929467513	1.7449228763580322	ba + he + hy + ms
635	0.26414727929467513	1.7460036277770996	ba + he + hy + ms
640	0.26288499631024975	1.7286219596862793	ba + he + hy + ms
645	0.26288499631024975	1.7304301261901855	ba + he + hy + ms
650	0.26572027809065135	1.7083649635314941	ba + he + hy + ms
655	0.26572027809065135	1.7394397258758545	ba + he + hy + ms
660	0.26572027809065135	1.7263994216918945	ba + he + hy + ms
665	0.2730026799238746	1.7305150032043457	ba + he + hy + ms
670	0.2730026799238746	1.7256042957305908	ba + he + hy + ms
675	0.2730026799238746	1.7246019840240479	ba + he + hy + ms
680	0.2730026799238746	1.726248025894165	ba + he + hy + ms
685	0.2741484444789684	1.7235686779022217	ba + he + hy + ms
690	0.2741484444789684	1.7276599407196045	ba + he + hy + ms
695	0.2741484444789684	1.7237143516540527	ba + he + hy + ms
700	0.26822542432128016	1.7326083183288574	ba + he + hy + ms
705	0.26822542432128016	1.733189582824707	ba + he + hy + ms
710	0.26822542432128016	1.716993808746338	ba + he + hy + ms
715	0.27968306987221814	1.723872423171997	ba + he + hy + ms
720	0.27968306987221814	1.7248241901397705	ba + he + hy + ms
725	0.27968306987221814	1.7235374450683594	ba + he + hy + ms
730	0.27968306987221814	1.7245903015136719	ba + he + hy + ms
735	0.27680894861537264	1.7239370346069336	ba + he + hy + ms
740	0.27680894861537264	1.7229373455047607	ba + he + hy + ms
745	0.27680894861537264	1.734727382659912	ba + he + hy + ms
750	0.27680894861537264	1.909125566482544	ba + he + hy + ms
755	0.2781683302909077	1.7115538120269775	ba + he + hy + ms
760	0.2781683302909077	1.7391159534454346	ba + he + hy + ms
765	0.2781683302909077	1.7206249237060547	ba + he + hy + ms
770	0.2781683302909077	1.7230310440063477	ba + he + hy + ms
775	0.27739154076203054	1.714449167251587	ba + he + hy + ms
780	0.27739154076203054	1.7356958389282227	ba + he + hy + ms
785	0.27739154076203054	1.71882963180542	ba + he + hy + ms
790	0.27739154076203054	1.7349708080291748	ba + he + hy + ms
795	0.2652153648968812	1.750215768814087	ba + he + hy + ms
800	0.2652153648968812	1.7941093444824219	ba + he + hy + ms
805	0.2652153648968812	1.803919792175293	ba + he + hy + ms
810	0.2652153648968812	1.7795906066894531	ba + he + hy + ms
815	0.2652153648968812	1.7280023097991943	ba + he + hy + ms
820	0.23905697751194313	1.7137095928192139	ba + he + hy + ms
825	0.23905697751194313	1.7191145420074463	ba + he + hy + ms
830	0.23905697751194313	1.7072718143463135	ba + he + hy + ms
835	0.23905697751194313	1.7302985191345215	ba + he + hy + ms
840	0.23905697751194313	1.768136739730835	ba + he + hy + ms
845	0.26884685594438185	1.7910242080688477	ba + he + hy + ms
850	0.26884685594438185	1.7943994998931885	ba + he + hy + ms
855	0.26884685594438185	1.717391014099121	ba + he + hy + ms
860	0.26884685594438185	1.7044401168823242	ba + he + hy + ms
865	0.26884685594438185	1.6997451782226562	ba + he + hy + ms
870	0.28807239678409136	1.7062647342681885	ba + he + hy + ms
875	0.28807239678409136	1.7117998600006104	ba + he + hy + ms
880	0.28807239678409136	1.7451646327972412	ba + he + hy + ms
885	0.28807239678409136	1.7723865509033203	ba + he + hy + ms
890	0.28807239678409136	1.8725957870483398	ba + he + hy + ms
895	0.2736629510234202	1.888458251953125	ba + he + hy + ms
900	0.2736629510234202	1.796018362045288	ba + he + hy + ms
905	0.2736629510234202	1.6998977661132812	ba + he + hy + ms
910	0.2736629510234202	1.7159757614135742	ba + he + hy + ms
915	0.2736629510234202	1.707310676574707	ba + he + hy + ms
920	0.2736629510234202	1.818871259689331	ba + he + hy + ms
925	0.26408902008000934	1.693586826324463	ba + he + hy + ms
930	0.26408902008000934	1.7143728733062744	ba + he + hy + ms
935	0.26408902008000934	1.7046129703521729	ba + he + hy + ms
940	0.26408902008000934	1.716327428817749	ba + he + hy + ms
945	0.26408902008000934	1.7046127319335938	ba + he + hy + ms
950	0.26408902008000934	1.7026565074920654	ba + he + hy + ms
955	0.2755466656309473	1.7081630229949951	ba + he + hy + ms
960	0.2755466656309473	1.8886911869049072	ba + he + hy + ms
965	0.2755466656309473	1.7014563083648682	ba + he + hy + ms
970	0.2755466656309473	1.7008452415466309	ba + he + hy + ms
975	0.2755466656309473	1.7149271965026855	ba + he + hy + ms
980	0.2755466656309473	1.7224845886230469	ba + he + hy + ms
985	0.2755466656309473	1.7652113437652588	ba + he + hy + ms
990	0.2654872412319882	1.7376842498779297	ba + he + hy + ms
995	0.2654872412319882	1.7036452293395996	ba + he + hy + ms
1000	0.2654872412319882	1.7382316589355469	ba + he + hy + ms
205	0.22192876840020195	2.6680753231048584	ba + he + ms + z
210	0.2219481881384239	2.8283042907714844	ba + he + ms + z
215	0.24688313201538042	2.5843350887298584	ba + he + ms + z
220	0.24711616887404358	2.582017183303833	ba + he + ms + z
225	0.24750456363848217	2.6325583457946777	ba + he + ms + z
230	0.2473880452091506	2.5903565883636475	ba + he + ms + z
235	0.2477376004971453	2.584625720977783	ba + he + ms + z
240	0.2433487396589894	2.6415462493896484	ba + he + ms + z
245	0.24433914630830778	2.8445427417755127	ba + he + ms + z
250	0.2444945042140832	2.6103696823120117	ba + he + ms + z
255	0.24583446615139629	2.5936968326568604	ba + he + ms + z
260	0.22190934866198003	2.6457231044769287	ba + he + ms + z
265	0.20771352002175011	2.7147340774536133	ba + he + ms + z
270	0.2292500097098691	2.8459606170654297	ba + he + ms + z
275	0.2268031226939061	2.5560567378997803	ba + he + ms + z
280	0.22631762923835785	2.546566963195801	ba + he + ms + z
285	0.22631762923835785	2.54194712638855	ba + he + ms + z
290	0.23303685866314522	2.568366289138794	ba + he + ms + z
295	0.21853031421136443	2.5846364498138428	ba + he + ms + z
300	0.22981318211830504	2.8278234004974365	ba + he + ms + z
305	0.22608459237969472	2.590067148208618	ba + he + ms + z
310	0.20683963180176332	2.5338292121887207	ba + he + ms + z
315	0.25162154814153104	2.554912567138672	ba + he + ms + z
320	0.25352468248728005	2.606421947479248	ba + he + ms + z
325	0.2231716316464054	2.678156852722168	ba + he + ms + z
330	0.25249543636151783	2.6994364261627197	ba + he + ms + z
335	0.2545733483512642	2.6049630641937256	ba + he + ms + z
340	0.22655066609702101	2.5414586067199707	ba + he + ms + z
345	0.2283567017516604	2.5751144886016846	ba + he + ms + z
350	0.22919175049520332	2.648380994796753	ba + he + ms + z
355	0.25257311531440557	2.660459041595459	ba + he + ms + z
360	0.24534897269584807	2.515068769454956	ba + he + ms + z
365	0.20975259253505263	2.5116453170776367	ba + he + ms + z
370	0.21561735347807512	2.6274821758270264	ba + he + ms + z
375	0.22385132248417292	2.5029282569885254	ba + he + ms + z
380	0.22453101332194042	2.637847900390625	ba + he + ms + z
385	0.22594865421214122	2.4960412979125977	ba + he + ms + z
390	0.24991261117800131	2.5010275840759277	ba + he + ms + z
395	0.25243717714685204	2.5055575370788574	ba + he + ms + z
400	0.22530780285081758	2.5454678535461426	ba + he + ms + z
405	0.25525303918903175	2.564455270767212	ba + he + ms + z
410	0.24154270400435002	2.5689127445220947	ba + he + ms + z
415	0.24971841379578202	2.7089500427246094	ba + he + ms + z
420	0.24971841379578202	2.6993303298950195	ba + he + ms + z
425	0.2272886161494543	2.6906819343566895	ba + he + ms + z
430	0.2288421952072086	2.733590602874756	ba + he + ms + z
435	0.2290946518040937	2.6822798252105713	ba + he + ms + z
440	0.2474074649473725	2.6679303646087646	ba + he + ms + z
445	0.2474074649473725	2.6991219520568848	ba + he + ms + z
450	0.2346292771973434	2.6924655437469482	ba + he + ms + z
455	0.2286868373014332	2.6740493774414062	ba + he + ms + z
460	0.2286868373014332	2.7436890602111816	ba + he + ms + z
465	0.22872567677787703	2.673189640045166	ba + he + ms + z
470	0.23136676117605934	2.6826224327087402	ba + he + ms + z
475	0.23136676117605934	2.689771890640259	ba + he + ms + z
480	0.21392783625276732	2.6570804119110107	ba + he + ms + z
485	0.23229890861071192	2.6674747467041016	ba + he + ms + z
490	0.23229890861071192	2.66752290725708	ba + he + ms + z
495	0.25156328892686525	2.6555533409118652	ba + he + ms + z
500	0.25156328892686525	2.7066702842712402	ba + he + ms + z
505	0.2300462189769682	2.488985061645508	ba + he + ms + z
510	0.2300462189769682	2.493553876876831	ba + he + ms + z
515	0.2302598360974094	2.5088117122650146	ba + he + ms + z
520	0.2561657668854624	2.574587345123291	ba + he + ms + z
525	0.2561657668854624	2.5934133529663086	ba + he + ms + z
530	0.2573115314405562	2.604360342025757	ba + he + ms + z
535	0.2573115314405562	2.7362513542175293	ba + he + ms + z
540	0.2272691964112324	2.746436357498169	ba + he + ms + z
545	0.2272691964112324	2.736229181289673	ba + he + ms + z
550	0.2569231366761176	2.742915630340576	ba + he + ms + z
555	0.2569231366761176	2.740706443786621	ba + he + ms + z
560	0.2569231366761176	2.74583101272583	ba + he + ms + z
565	0.25733095117877813	2.6048145294189453	ba + he + ms + z
570	0.25733095117877813	2.4998624324798584	ba + he + ms + z
575	0.2276964306521148	2.677394390106201	ba + he + ms + z
580	0.2276964306521148	2.5416667461395264	ba + he + ms + z
585	0.2525536955761836	2.818201780319214	ba + he + ms + z
590	0.2525536955761836	2.4982717037200928	ba + he + ms + z
595	0.2525536955761836	2.5271334648132324	ba + he + ms + z
600	0.25569969316813607	2.550664186477661	ba + he + ms + z
605	0.25569969316813607	2.566511631011963	ba + he + ms + z
610	0.22926942944809103	2.5739073753356934	ba + he + ms + z
615	0.22926942944809103	2.6763768196105957	ba + he + ms + z
620	0.22926942944809103	2.5111067295074463	ba + he + ms + z
625	0.2363964733755389	2.516730308532715	ba + he + ms + z
630	0.2363964733755389	2.509690999984741	ba + he + ms + z
635	0.2363964733755389	2.513803243637085	ba + he + ms + z
640	0.2587874315454228	2.5271871089935303	ba + he + ms + z
645	0.2587874315454228	2.562284469604492	ba + he + ms + z
650	0.2567095195556764	2.860067367553711	ba + he + ms + z
