actual	baseline	metrics	method	n	t
0.40298507462686567	0.3283582089552239	consistency	MCL	1600	0.25210046768188477
0.04203262233375157	0.04203262233375157	retention	Two-step	1600	0.24435830116271973
0.7313432835820896	0.5373134328358209	purity	Two-step	1600	0.24435830116271973
0.5172413793103449	0.1724137931034483	purity_90	Two-step	1600	0.24435830116271973
0.40298507462686567	0.34328358208955223	consistency	Two-step	1600	0.24435830116271973
1.0035419126328218	1.0035419126328218	retention	Faiss	1700	0.11008906364440918
0.33197199533255545	0.33197199533255545	purity	Faiss	1700	0.11008906364440918
0.0	0.0	purity_90	Faiss	1700	0.11008906364440918
0.33197199533255545	0.33197199533255545	consistency	Faiss	1700	0.11008906364440918
0.04191263282172373	0.04191263282172373	retention	MCL	1700	0.2774083614349365
0.647887323943662	0.5070422535211268	purity	MCL	1700	0.2774083614349365
0.23333333333333334	0.1	purity_90	MCL	1700	0.2774083614349365
0.43661971830985913	0.352112676056338	consistency	MCL	1700	0.2774083614349365
0.04191263282172373	0.04191263282172373	retention	Two-step	1700	0.2820429801940918
0.647887323943662	0.4788732394366197	purity	Two-step	1700	0.2820429801940918
0.23333333333333334	0.03333333333333333	purity_90	Two-step	1700	0.2820429801940918
0.43661971830985913	0.3380281690140845	consistency	Two-step	1700	0.2820429801940918
1.0072747621712368	1.0072747621712368	retention	Faiss	1800	0.12308740615844727
0.35081967213114756	0.35081967213114756	purity	Faiss	1800	0.12308740615844727
0.0	0.0	purity_90	Faiss	1800	0.12308740615844727
0.35081967213114756	0.35081967213114756	consistency	Faiss	1800	0.12308740615844727
0.038052602126468944	0.038052602126468944	retention	MCL	1800	0.24302029609680176
0.6956521739130435	0.5652173913043478	purity	MCL	1800	0.24302029609680176
0.3870967741935484	0.12903225806451613	purity_90	MCL	1800	0.24302029609680176
0.34782608695652173	0.30434782608695654	consistency	MCL	1800	0.24302029609680176
0.038052602126468944	0.038052602126468944	retention	Two-step	1800	0.23662495613098145
0.6956521739130435	0.5797101449275363	purity	Two-step	1800	0.23662495613098145
0.3870967741935484	0.16129032258064516	purity_90	Two-step	1800	0.23662495613098145
0.34782608695652173	0.30434782608695654	consistency	Two-step	1800	0.23662495613098145
1.0052910052910053	1.0052910052910053	retention	Faiss	1900	0.16005206108093262
0.34479166666666666	0.34479166666666666	purity	Faiss	1900	0.16005206108093262
0.0	0.0	purity_90	Faiss	1900	0.16005206108093262
0.34479166666666666	0.34479166666666666	consistency	Faiss	1900	0.16005206108093262
0.054497354497354496	0.054497354497354496	retention	MCL	1900	0.37049269676208496
0.6213592233009708	0.49514563106796117	purity	MCL	1900	0.37049269676208496
0.26666666666666666	0.08888888888888889	purity_90	MCL	1900	0.37049269676208496
0.36893203883495146	0.30097087378640774	consistency	MCL	1900	0.37049269676208496
0.054497354497354496	0.054497354497354496	retention	Two-step	1900	0.33773279190063477
0.6213592233009708	0.5145631067961165	purity	Two-step	1900	0.33773279190063477
0.26666666666666666	0.044444444444444446	purity_90	Two-step	1900	0.33773279190063477
0.36893203883495146	0.34951456310679613	consistency	Two-step	1900	0.33773279190063477
1.0121457489878543	1.0121457489878543	retention	Faiss	2000	0.11139965057373047
