Inflation	Expansion	Retention	Purity_r	Purity_b	Consistency_r	Consistency_b
2.7	4.0	0.29457364341085274	0.9814465160030056	0.7874235972920975	0.6756756756756757	0.47297297297297297
2.7	5.0	0.29457364341085274	0.9814465160030056	0.7683052590126678	0.6756756756756757	0.4774774774774775
2.8	2.0	0.29457364341085274	0.9847246917262589	0.8064170162653489	0.509009009009009	0.35135135135135137
2.8	3.0	0.29457364341085274	0.9828453267310918	0.7518537899152951	0.5630630630630631	0.3918918918918919
2.8	4.0	0.29457364341085274	0.9814465160030056	0.7602673540596031	0.6756756756756757	0.45045045045045046
2.8	5.0	0.29457364341085274	0.9814465160030056	0.7554644012320797	0.6756756756756757	0.509009009009009
2.9	2.0	0.29457364341085274	0.9847246917262589	0.7268060564698108	0.509009009009009	0.35585585585585583
2.9	3.0	0.29457364341085274	0.9834215238639156	0.7112904129303101	0.5630630630630631	0.4009009009009009
2.9	4.0	0.29457364341085274	0.9814465160030056	0.7459627434819168	0.6756756756756757	0.4774774774774775
2.9	5.0	0.29457364341085274	0.9814465160030056	0.6870607736285543	0.6756756756756757	0.481981981981982
3.0	2.0	0.29457364341085274	0.9847246917262589	0.7276187267570409	0.509009009009009	0.36936936936936937
3.0	3.0	0.29457364341085274	0.9835211405154582	0.7319301245144441	0.5630630630630631	0.42792792792792794
3.0	4.0	0.29457364341085274	0.9814465160030056	0.719576660526911	0.6756756756756757	0.481981981981982
3.0	5.0	0.29457364341085274	0.9814465160030056	0.7274020223097883	0.6756756756756757	0.47297297297297297
